aristas,tiempo
1048576,0.309836
1048576,0.312989
1048576,0.314884
1048576,0.314028
2097152,0.572791
2097152,0.581126
2097152,0.623704
2097152,0.557585
2097152,0.589644
2097152,0.594187
2097152,0.574986
2097152,0.57104
2097152,0.588567
2097152,0.604869
2097152,0.581169
2097152,0.572055
2097152,0.637081
2097152,0.638887
2097152,0.591897
2097152,0.59787
2097152,0.611187
2097152,0.603883
2097152,0.633192
2097152,0.63994
2097152,0.615672
2097152,0.589542
2097152,0.602514
2097152,0.711465
2097152,0.62006
2097152,0.607379
2097152,0.607848
2097152,0.603071
2097152,0.575503
2097152,0.565466
2097152,0.576364
2097152,0.584153
2097152,0.578679
2097152,0.572795
2097152,0.570351
2097152,0.572048
2097152,0.580484
2097152,0.577426
2097152,0.614212
2097152,0.586506
2097152,0.58632
2097152,0.576213
2097152,0.581806
2097152,0.571181
2097152,0.577638
2097152,0.585583
2097152,0.591783
2097152,0.565823
2097152,0.566712
2097152,0.561304
4194304,1.10232
4194304,1.13117
4194304,1.09975
4194304,1.11607
4194304,1.11475
4194304,1.09565
4194304,1.13729
4194304,1.13529
4194304,1.13961
4194304,1.17281
4194304,1.10783
4194304,1.14124
4194304,1.13525
4194304,1.10559
4194304,1.13296
4194304,1.08574
4194304,1.09589
4194304,1.09401
4194304,1.08892
4194304,1.11168
4194304,1.09916
4194304,1.0975
4194304,1.09447
4194304,1.09734
4194304,1.09984
4194304,1.09156
4194304,1.10774
4194304,1.11368
4194304,1.09816
4194304,1.11112
4194304,1.10795
4194304,1.1028
4194304,1.09712
4194304,1.10036
4194304,1.11814
4194304,1.13121
4194304,1.12789
4194304,1.09239
4194304,1.13838
4194304,1.09483
4194304,1.09642
4194304,1.11687
4194304,1.12353
4194304,1.14047
4194304,1.10075
4194304,1.10583
4194304,1.09534
4194304,1.10984
4194304,1.11096
4194304,1.10188
